,accession,name,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
274,HMDB0059750,​D-​Xylonic acid,C5H10O6,166.129,166.047738042,"(2R,3S,4R)-2,3,4,5-tetrahydroxypentanoic acid",xylonic acid,526-91-0,OC[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,"InChI=1S/C5H10O6/c6-1-2(7)3(8)4(9)5(10)11/h2-4,6-9H,1H2,(H,10,11)/t2-,3+,4-/m1/s1",QXKAIJAYHKCRRA-FLRLBIABSA-N
275,HMDB0059753,2-Deoxypentonic acid,C5H10O5,150.1299,150.05282343,"3,4,5-trihydroxypentanoic acid","3,4,5-trihydroxypentanoic acid",Nah,OCC(O)C(O)CC(O)=O,"InChI=1S/C5H10O5/c6-2-4(8)3(7)1-5(9)10/h3-4,6-8H,1-2H2,(H,9,10)",VBUWJOHKCBQXNU-UHFFFAOYSA-N
276,HMDB0059754,3-Methylazelaic acid,C10H18O4,202.2475,202.120509064,3-methylnonanedioic acid,3-methylnonanedioic acid,Nah,CC(CCCCCC(O)=O)CC(O)=O,"InChI=1S/C10H18O4/c1-8(7-10(13)14)5-3-2-4-6-9(11)12/h8H,2-7H2,1H3,(H,11,12)(H,13,14)",PLOUQIGEQKCKHG-UHFFFAOYSA-N
277,HMDB0059756,"3,4-Methyleneadipic acid",C8H10O4,170.1626,170.057908808,"3,4-dimethylidenehexanedioic acid","3,4-dimethylidenehexanedioic acid",Nah,OC(=O)CC(=C)C(=C)CC(O)=O,"InChI=1S/C8H10O4/c1-5(3-7(9)10)6(2)4-8(11)12/h1-4H2,(H,9,10)(H,11,12)",ZPWVTTHIHKYUQK-UHFFFAOYSA-N
278,HMDB0059757,3-Methylpimelic acid,C8H14O4,174.1944,174.089208936,3-methylheptanedioic acid,3-methylheptanedioic acid,10200-31-4,CC(CCCC(O)=O)CC(O)=O,"InChI=1S/C8H14O4/c1-6(5-8(11)12)3-2-4-7(9)10/h6H,2-5H2,1H3,(H,9,10)(H,11,12)",NXDCNRPLRGMKHU-UHFFFAOYSA-N
279,HMDB0059758,2-Hydroxy-2-ethylsuccinic acid,C6H10O5,162.1406,162.05282343,2-ethyl-2-hydroxybutanedioic acid,2-ethyl-2-hydroxybutanedioic acid,Nah,CCC(O)(CC(O)=O)C(O)=O,"InChI=1S/C6H10O5/c1-2-6(11,5(9)10)3-4(7)8/h11H,2-3H2,1H3,(H,7,8)(H,9,10)",YVYGHRNLPUMVBU-UHFFFAOYSA-N
280,HMDB0059760,"2,4-Dimethylpimelic acid",C9H16O4,188.2209,188.104859,"2,4-dimethylheptanedioic acid","2,4-dimethylheptanedioic acid",Nah,CC(CCC(O)=O)CC(C)C(O)=O,"InChI=1S/C9H16O4/c1-6(3-4-8(10)11)5-7(2)9(12)13/h6-7H,3-5H2,1-2H3,(H,10,11)(H,12,13)",TVWOTZQAXZHSLO-UHFFFAOYSA-N
281,HMDB0059761,4-(1-Methylethyl)-1-cyclohexene-4-carboxaldehyde,C10H16O,152.2334,152.120115134,1-(propan-2-yl)cyclohex-3-ene-1-carbaldehyde,1-isopropylcyclohex-3-ene-1-carbaldehyde,Nah,CC(C)C1(CCC=CC1)C=O,"InChI=1S/C10H16O/c1-9(2)10(8-11)6-4-3-5-7-10/h3-4,8-9H,5-7H2,1-2H3",HSRWOAPOKHRLIT-UHFFFAOYSA-N
282,HMDB0059762,"2,3-Methylenesuccinic acid",C6H6O4,142.1094,142.02660868,dimethylidenebutanedioic acid,dimethylidenebutanedioic acid,Nah,OC(=O)C(=C)C(=C)C(O)=O,"InChI=1S/C6H6O4/c1-3(5(7)8)4(2)6(9)10/h1-2H2,(H,7,8)(H,9,10)",PQGVRLYVSSROJJ-UHFFFAOYSA-N
283,HMDB0059764,"2,6-Dimethyl-naphtalene",C12H12,156.2237,156.093900384,"2,6-dimethylnaphthalene","2,6-dimethylnaphthalene",Nah,CC1=CC2=C(C=C1)C=C(C)C=C2,"InChI=1S/C12H12/c1-9-3-5-12-8-10(2)4-6-11(12)7-9/h3-8H,1-2H3",YGYNBBAUIYTWBF-UHFFFAOYSA-N
284,HMDB0059765,3-Indolehydracrylic acid,C11H11NO3,205.2099,205.073893223,3-hydroxy-3-(1H-indol-3-yl)propanoic acid,3-hydroxy-3-(1H-indol-3-yl)propanoic acid,Nah,OC(CC(O)=O)C1=CNC2=C1C=CC=C2,"InChI=1S/C11H11NO3/c13-10(5-11(14)15)8-6-12-9-4-2-1-3-7(8)9/h1-4,6,10,12-13H,5H2,(H,14,15)",HWRVAGPWLQXABS-UHFFFAOYSA-N
285,HMDB0059766,Picolinoylglycine,C8H8N2O3,180.1607,180.053492132,2-(pyridin-2-ylformamido)acetic acid,(pyridin-2-ylformamido)acetic acid,Nah,OC(=O)CNC(=O)C1=NC=CC=C1,"InChI=1S/C8H8N2O3/c11-7(12)5-10-8(13)6-3-1-2-4-9-6/h1-4H,5H2,(H,10,13)(H,11,12)",MNYZGNSHBPLAFN-UHFFFAOYSA-N
286,HMDB0059767,"Tetrahydro-2,5-furan-diacetic acid",C8H12O5,188.1779,188.068473494,2-[5-(carboxymethyl)oxolan-2-yl]acetic acid,[5-(carboxymethyl)oxolan-2-yl]acetic acid,Nah,OC(=O)CC1CCC(CC(O)=O)O1,"InChI=1S/C8H12O5/c9-7(10)3-5-1-2-6(13-5)4-8(11)12/h5-6H,1-4H2,(H,9,10)(H,11,12)",CVYAVSIMBYOCGA-UHFFFAOYSA-N
287,HMDB0059768,"3,4-Methylene suberic acid",C10H14O4,198.2158,198.089208936,"3,4-dimethylideneoctanedioic acid","3,4-dimethylideneoctanedioic acid",Nah,OC(=O)CCCC(=C)C(=C)CC(O)=O,"InChI=1S/C10H14O4/c1-7(4-3-5-9(11)12)8(2)6-10(13)14/h1-6H2,(H,11,12)(H,13,14)",LYUINLVGVDIMCT-UHFFFAOYSA-N
288,HMDB0059770,Threo-3-Hydroxy-2-methylbutyric acid,C6H12O3,132.1577,132.07864425,"methyl (2R,3S)-3-hydroxy-2-methylbutanoate","methyl (2R,3S)-3-hydroxy-2-methylbutanoate",Nah,COC(=O)[C@H](C)[C@H](C)O,"InChI=1S/C6H12O3/c1-4(5(2)7)6(8)9-3/h4-5,7H,1-3H3/t4-,5+/m1/s1",FFJMPYODEQVBEX-UHNVWZDZSA-N
289,HMDB0059771,6-amino-5[N-methylformylamino]-1-methyluracil,C7H10N4O3,198.1793,198.075290206,"N-(6-amino-4-hydroxy-1-methyl-2-oxo-1,2-dihydropyrimidin-5-yl)ethanimidic acid",N-(6-amino-4-hydroxy-1-methyl-2-oxopyrimidin-5-yl)ethanimidic acid,Nah,CN1C(=O)NC(=O)C(NC(C)=O)=C1N,"InChI=1S/C7H10N4O3/c1-3(12)9-4-5(8)11(2)7(14)10-6(4)13/h8H2,1-2H3,(H,9,12)(H,10,13,14)",XWCBQDPCEYHYRB-UHFFFAOYSA-N
290,HMDB0059773,S-3-oxodecanoyl cysteamine,C12H23NO2S,245.382,245.144949675,"1-[(2-aminoethyl)sulfanyl]decane-1,3-dione","1-[(2-aminoethyl)sulfanyl]decane-1,3-dione",Nah,CCCCCCCC(=O)CC(=O)SCCN,"InChI=1S/C12H23NO2S/c1-2-3-4-5-6-7-11(14)10-12(15)16-9-8-13/h2-10,13H2,1H3",LGPPHMDEKCAPLE-UHFFFAOYSA-N
291,HMDB0059775,3-Hydroxy-3-carboxymethyl-adipic acid,C8H12O7,220.1767,220.058302738,3-(carboxymethyl)-3-hydroxyhexanedioic acid,3-(carboxymethyl)-3-hydroxyhexanedioic acid,Nah,OC(=O)CCC(O)(CC(O)=O)CC(O)=O,"InChI=1S/C8H12O7/c9-5(10)1-2-8(15,3-6(11)12)4-7(13)14/h15H,1-4H2,(H,9,10)(H,11,12)(H,13,14)",GLPOQLKJZBFEMA-UHFFFAOYSA-N
292,HMDB0059779,"2,3-Methylene suberic acid",C10H14O4,198.2158,198.089208936,"2,3-dimethylideneoctanedioic acid","2,3-dimethylideneoctanedioic acid",Nah,OC(=O)CCCCC(=C)C(=C)C(O)=O,"InChI=1S/C10H14O4/c1-7(8(2)10(13)14)5-3-4-6-9(11)12/h1-6H2,(H,11,12)(H,13,14)",CLAQTYSICSOFAV-UHFFFAOYSA-N
293,HMDB0059782,N-Phenylacetyl pyroglutamic acid,C14H15NO3,245.2738,245.105193351,(5S)-5-acetyl-1-(2-phenylacetyl)pyrrolidin-2-one,(5S)-5-acetyl-1-(2-phenylacetyl)pyrrolidin-2-one,Nah,CC(=O)[C@@H]1CCC(=O)N1C(=O)CC1=CC=CC=C1,"InChI=1S/C14H15NO3/c1-10(16)12-7-8-13(17)15(12)14(18)9-11-5-3-2-4-6-11/h2-6,12H,7-9H2,1H3/t12-/m0/s1",ASNIYCYEXPHRFD-LBPRGKRZSA-N
294,HMDB0059783,3-Methylsuberic acid,C9H16O4,188.2209,188.104859,3-methyloctanedioic acid,3-methyloctanedioic acid,Nah,CC(CCCCC(O)=O)CC(O)=O,"InChI=1S/C9H16O4/c1-7(6-9(12)13)4-2-3-5-8(10)11/h7H,2-6H2,1H3,(H,10,11)(H,12,13)",QIOYMVALOOEDDF-UHFFFAOYSA-N
295,HMDB0059797,1-Hydroxyphenanthrene,C14H10O,194.2286,194.073164942,phenanthren-1-ol,1-hydroxyphenanthrene,Nah,OC1=CC=CC2=C1C=CC1=CC=CC=C21,"InChI=1S/C14H10O/c15-14-7-3-6-12-11-5-2-1-4-10(11)8-9-13(12)14/h1-9,15H",GTBXZWADMKOZQJ-UHFFFAOYSA-N
296,HMDB0059798,2-Hydroxyphenanthrene,C14H10O,194.2286,194.073164942,phenanthren-2-ol,2-hydroxyphenanthrene,Nah,OC1=CC=C2C(C=CC3=CC=CC=C23)=C1,"InChI=1S/C14H10O/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9,15H",YPWLZGITFNGGKW-UHFFFAOYSA-N
297,HMDB0059799,3-Hydroxyphenanthrene,C14H10O,194.2286,194.073164942,phenanthren-3-ol,phenanthren-3-ol,Nah,OC1=CC2=C(C=C1)C=CC1=CC=CC=C21,"InChI=1S/C14H10O/c15-12-8-7-11-6-5-10-3-1-2-4-13(10)14(11)9-12/h1-9,15H",NGPOABOEXMDQBT-UHFFFAOYSA-N
298,HMDB0059800,4-Hydroxyphenanthrene,C14H10O,194.2286,194.073164942,phenanthren-4-ol,4-hydroxyphenanthrene,Nah,OC1=CC=CC2=C1C1=CC=CC=C1C=C2,"InChI=1S/C14H10O/c15-13-7-3-5-11-9-8-10-4-1-2-6-12(10)14(11)13/h1-9,15H",SIMYIUXARJLHEA-UHFFFAOYSA-N
299,HMDB0059801,9-Hydroxyphenanthrene,C14H10O,194.2286,194.073164942,phenanthren-9-ol,9-phenanthrol,Nah,OC1=CC2=CC=CC=C2C2=CC=CC=C12,"InChI=1S/C14H10O/c15-14-9-10-5-1-2-6-11(10)12-7-3-4-8-13(12)14/h1-9,15H",DZKIUEHLEXLYKM-UHFFFAOYSA-N
300,HMDB0059802,3-Hydroxyfluorene,C13H10O,182.2179,182.073164942,9H-fluoren-3-ol,9H-fluoren-3-ol,Nah,OC1=CC2=C(CC3=CC=CC=C23)C=C1,"InChI=1S/C13H10O/c14-11-6-5-10-7-9-3-1-2-4-12(9)13(10)8-11/h1-6,8,14H,7H2",PVUBSZGNXLNTLX-UHFFFAOYSA-N
301,HMDB0059803,9-Hydroxyfluorene,C13H10O,182.2179,182.073164942,9H-fluoren-9-ol,fluorenol,Nah,OC1C2=CC=CC=C2C2=CC=CC=C12,"InChI=1S/C13H10O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8,13-14H",AFMVESZOYKHDBJ-UHFFFAOYSA-N
302,HMDB0059808,Acetyl citrate,C8H10O8,234.16,234.037567282,2-[2-(acetyloxy)-2-oxoethyl]-2-hydroxybutanedioic acid,2-[2-(acetyloxy)-2-oxoethyl]-2-hydroxybutanedioic acid,Nah,CC(=O)OC(=O)CC(O)(CC(O)=O)C(O)=O,"InChI=1S/C8H10O8/c1-4(9)16-6(12)3-8(15,7(13)14)2-5(10)11/h15H,2-3H2,1H3,(H,10,11)(H,13,14)",WWXUGNUFCNYMFK-UHFFFAOYSA-N
303,HMDB0059809,4-Hydroxy-benzenepropanedioate,C9H8O5,196.1568,196.037173366,3-(4-hydroxyphenoxy)-3-oxopropanoic acid,3-(4-hydroxyphenoxy)-3-oxopropanoic acid,Nah,OC(=O)CC(=O)OC1=CC=C(O)C=C1,"InChI=1S/C9H8O5/c10-6-1-3-7(4-2-6)14-9(13)5-8(11)12/h1-4,10H,5H2,(H,11,12)",LEOVWDSHDAVANJ-UHFFFAOYSA-N
304,HMDB0059910,(E)-Calamene,C15H22,202.3352,202.172150704,"1,6-dimethyl-4-(propan-2-yl)-1,2,3,4-tetrahydronaphthalene","4-isopropyl-1,6-dimethyl-1,2,3,4-tetrahydronaphthalene",1406-50-4,CC(C)C1CCC(C)C2=CC=C(C)C=C12,"InChI=1S/C15H22/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h5,7,9-10,12-13H,6,8H2,1-4H3",PGTJIOWQJWHTJJ-UHFFFAOYSA-N
305,HMDB0059925,3-tert-Butyl-4-hydroxyanisole,C11H16O2,180.2435,180.115029756,2-tert-butyl-4-methoxyphenol,3-tert-butyl-4-hydroxyanisole,121-00-6,COC1=CC(=C(O)C=C1)C(C)(C)C,"InChI=1S/C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12/h5-7,12H,1-4H3",MRBKEAMVRSLQPH-UHFFFAOYSA-N
306,HMDB0059963,"1,3,5-Trimethoxybenzene",C9H12O3,168.1898,168.07864425,"1,3,5-trimethoxybenzene","1,3,5-trimethoxybenzene",621-23-8,COC1=CC(OC)=CC(OC)=C1,"InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3",LKUDPHPHKOZXCD-UHFFFAOYSA-N
307,HMDB0059964,"2,3,4-Trihydroxybenzoic acid",C7H6O5,170.1195,170.021523302,"2,3,4-trihydroxybenzoic acid","2,3,4-trihydroxybenzoic acid",610-02-6,OC(=O)C1=C(O)C(O)=C(O)C=C1,"InChI=1S/C7H6O5/c8-4-2-1-3(7(11)12)5(9)6(4)10/h1-2,8-10H,(H,11,12)",BRRSNXCXLSVPFC-UHFFFAOYSA-N
308,HMDB0059965,"3,4-Dihydroxybenzaldehyde",C7H6O3,138.1207,138.031694058,"3,4-dihydroxybenzaldehyde","3,4-dihydroxybenzaldehyde",139-85-5,OC1=CC=C(C=O)C=C1O,"InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H",IBGBGRVKPALMCQ-UHFFFAOYSA-N
309,HMDB0059966,"3,5-Dimethoxyphenol",C8H10O3,154.1632,154.062994186,"3,5-dimethoxyphenol","3,5-dimethoxyphenol",500-99-2,COC1=CC(OC)=CC(O)=C1,"InChI=1S/C8H10O3/c1-10-7-3-6(9)4-8(5-7)11-2/h3-5,9H,1-2H3",XQDNFAMOIPNVES-UHFFFAOYSA-N
310,HMDB0059967,3-hydroxy-3-(3-hydroxyphenyl)propanoic acid-O-sulphate,C9H10O7S,262.237,262.014723364,sulfo 3-hydroxy-3-(3-hydroxyphenyl)propanoate,sulfo 3-hydroxy-3-(3-hydroxyphenyl)propanoate,Nah,OC(CC(=O)OS(O)(=O)=O)C1=CC(O)=CC=C1,"InChI=1S/C9H10O7S/c10-7-3-1-2-6(4-7)8(11)5-9(12)16-17(13,14)15/h1-4,8,10-11H,5H2,(H,13,14,15)",MDWXOTLIYUYWJP-UHFFFAOYSA-N
311,HMDB0059968,3-hydroxybenzoic acid-3-O-sulphate,C7H6O6S,218.184,217.988508614,3-(sulfooxy)benzoic acid,3-(sulfooxy)benzoic acid,Nah,OC(=O)C1=CC(OS(O)(=O)=O)=CC=C1,"InChI=1S/C7H6O6S/c8-7(9)5-2-1-3-6(4-5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)",MZYPOJMKJHCOQG-UHFFFAOYSA-N
312,HMDB0059969,3-Methoxyphenylacetic acid,C9H10O3,166.1739,166.062994186,2-(3-methoxyphenyl)acetic acid,M-methoxyphenylacetic acid,1798-09-0,COC1=CC=CC(CC(O)=O)=C1,"InChI=1S/C9H10O3/c1-12-8-4-2-3-7(5-8)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",LEGPZHPSIPPYIO-UHFFFAOYSA-N
313,HMDB0059975,4-Hydroxy-5-(3'-hydroxyphenyl)-valeric acid-3'-O-sulphate,C11H14O7S,290.29,290.046023492,4-hydroxy-5-[3-(sulfooxy)phenyl]pentanoic acid,4-hydroxy-5-[3-(sulfooxy)phenyl]pentanoic acid,Nah,OC(CCC(O)=O)CC1=CC(OS(O)(=O)=O)=CC=C1,"InChI=1S/C11H14O7S/c12-9(4-5-11(13)14)6-8-2-1-3-10(7-8)18-19(15,16)17/h1-3,7,9,12H,4-6H2,(H,13,14)(H,15,16,17)",DMBFBGLRQKIWGT-UHFFFAOYSA-N
314,HMDB0059976,4-Hydroxy-5-(4'-hydroxyphenyl)-valeric acid-4'-O-sulphate,C11H14O7S,290.29,290.046023492,4-hydroxy-5-[4-(sulfooxy)phenyl]pentanoic acid,4-hydroxy-5-[4-(sulfooxy)phenyl]pentanoic acid,Nah,OC(CCC(O)=O)CC1=CC=C(OS(O)(=O)=O)C=C1,"InChI=1S/C11H14O7S/c12-9(3-6-11(13)14)7-8-1-4-10(5-2-8)18-19(15,16)17/h1-2,4-5,9,12H,3,6-7H2,(H,13,14)(H,15,16,17)",GIYMZAJHBZLOGR-UHFFFAOYSA-N
315,HMDB0059977,4-Hydroxy-5-(dihydroxyphenyl)-valeric acid-O-methyl-O-sulphate,C12H16O9S,336.315,336.0515028,"({[5-(3,4-dihydroxyphenyl)-4-hydroxypentanoyl]oxy}methoxy)sulfonic acid","{[5-(3,4-dihydroxyphenyl)-4-hydroxypentanoyl]oxy}methoxysulfonic acid",Nah,OC(CCC(=O)OCOS(O)(=O)=O)CC1=CC(O)=C(O)C=C1,"InChI=1S/C12H16O9S/c13-9(5-8-1-3-10(14)11(15)6-8)2-4-12(16)20-7-21-22(17,18)19/h1,3,6,9,13-15H,2,4-5,7H2,(H,17,18,19)",YDBDCESYCNBVOY-UHFFFAOYSA-N
316,HMDB0059978,4-Hydroxy-5-(dihydroxyphenyl)-valeric acid-O-sulphate,C11H14O8S,306.289,306.040938114,"sulfo 5-(3,4-dihydroxyphenyl)-4-hydroxypentanoate","sulfo 5-(3,4-dihydroxyphenyl)-4-hydroxypentanoate",Nah,OC(CCC(=O)OS(O)(=O)=O)CC1=CC(O)=C(O)C=C1,"InChI=1S/C11H14O8S/c12-8(2-4-11(15)19-20(16,17)18)5-7-1-3-9(13)10(14)6-7/h1,3,6,8,12-14H,2,4-5H2,(H,16,17,18)",VVUTYASUIRQDDR-UHFFFAOYSA-N
317,HMDB0059979,4-Hydroxy-5-(dihydroxyphenyl)-valeric acid-O-sulphate III,C11H14O8S,306.289,306.040938114,"sulfo 5-(3,4-dihydroxyphenyl)-4-hydroxypentanoate","sulfo 5-(3,4-dihydroxyphenyl)-4-hydroxypentanoate",Nah,OC(CCC(=O)OS(O)(=O)=O)CC1=CC(O)=C(O)C=C1,"InChI=1S/C11H14O8S/c12-8(2-4-11(15)19-20(16,17)18)5-7-1-3-9(13)10(14)6-7/h1,3,6,8,12-14H,2,4-5H2,(H,16,17,18)",VVUTYASUIRQDDR-UHFFFAOYSA-N
318,HMDB0059981,4-Hydroxy-5-(phenyl)-valeric acid-O-sulphate,C11H14O6S,274.29,274.05110887,sulfo 4-hydroxy-5-phenylpentanoate,sulfo 4-hydroxy-5-phenylpentanoate,Nah,OC(CCC(=O)OS(O)(=O)=O)CC1=CC=CC=C1,"InChI=1S/C11H14O6S/c12-10(8-9-4-2-1-3-5-9)6-7-11(13)17-18(14,15)16/h1-5,10,12H,6-8H2,(H,14,15,16)",ZCVMPBGBUWWKNR-UHFFFAOYSA-N
319,HMDB0059982,4-hydroxybenzoic acid-4-O-sulphate,C7H6O6S,218.184,217.988508614,4-(sulfooxy)benzoic acid,4-(sulfooxy)benzoic acid,Nah,OC(=O)C1=CC=C(OS(O)(=O)=O)C=C1,"InChI=1S/C7H6O6S/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)",RJTYSXVYCZAUHE-UHFFFAOYSA-N
320,HMDB0059983,4-phenylbutanic acid-O-sulphate,C10H12O5S,244.264,244.040544184,sulfo 4-phenylbutanoate,sulfo 4-phenylbutanoate,Nah,OS(=O)(=O)OC(=O)CCCC1=CC=CC=C1,"InChI=1S/C10H12O5S/c11-10(15-16(12,13)14)8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H,12,13,14)",QSAHCHSSSJBMMN-UHFFFAOYSA-N
321,HMDB0059985,"5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone-3'-O-sulphate",C11H12O8S,304.273,304.02528805,"{2,3-dihydroxy-5-[(5-oxooxolan-2-yl)methyl]phenyl}oxidanesulfonic acid","{2,3-dihydroxy-5-[(5-oxooxolan-2-yl)methyl]phenyl}oxidanesulfonic acid",Nah,OC1=CC(CC2CCC(=O)O2)=CC(OS(O)(=O)=O)=C1O,"InChI=1S/C11H12O8S/c12-8-4-6(3-7-1-2-10(13)18-7)5-9(11(8)14)19-20(15,16)17/h4-5,7,12,14H,1-3H2,(H,15,16,17)",OMISYDASOKPVDK-UHFFFAOYSA-N
322,HMDB0059987,"5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone-4'-O-sulphate",C11H12O8S,304.273,304.02528805,"{2,6-dihydroxy-4-[(5-oxooxolan-2-yl)methyl]phenyl}oxidanesulfonic acid","{2,6-dihydroxy-4-[(5-oxooxolan-2-yl)methyl]phenyl}oxidanesulfonic acid",Nah,OC1=CC(CC2CCC(=O)O2)=CC(O)=C1OS(O)(=O)=O,"InChI=1S/C11H12O8S/c12-8-4-6(3-7-1-2-10(14)18-7)5-9(13)11(8)19-20(15,16)17/h4-5,7,12-13H,1-3H2,(H,15,16,17)",NPIMUIQBYBJSBB-UHFFFAOYSA-N
323,HMDB0059993,5-(Hydroxyphenyl)-gamma-valerolactone-O-sulphate,C11H12O6S,272.274,272.035458806,{3-[(5-oxooxolan-2-yl)methyl]phenyl}oxidanesulfonic acid,{3-[(5-oxooxolan-2-yl)methyl]phenyl}oxidanesulfonic acid,Nah,OS(=O)(=O)OC1=CC=CC(CC2CCC(=O)O2)=C1,"InChI=1S/C11H12O6S/c12-11-5-4-9(16-11)6-8-2-1-3-10(7-8)17-18(13,14)15/h1-3,7,9H,4-6H2,(H,13,14,15)",DPRDYFJWDRNYAZ-UHFFFAOYSA-N
324,HMDB0059994,Benzeneacetamide-4-O-sulphate,C8H9NO5S,231.226,231.020143093,[4-(carbamoylmethyl)phenyl]oxidanesulfonic acid,[4-(carbamoylmethyl)phenyl]oxidanesulfonic acid,Nah,NC(=O)CC1=CC=C(OS(O)(=O)=O)C=C1,"InChI=1S/C8H9NO5S/c9-8(10)5-6-1-3-7(4-2-6)14-15(11,12)13/h1-4H,5H2,(H2,9,10)(H,11,12,13)",XPBXOWYWJUBGMF-UHFFFAOYSA-N
325,HMDB0059996,Dihydronaringenin-O-sulphate,C15H14O8S,354.332,354.040938114,"{4-[3-oxo-3-(2,4,6-trihydroxyphenyl)propyl]phenyl}oxidanesulfonic acid","{4-[3-oxo-3-(2,4,6-trihydroxyphenyl)propyl]phenyl}oxidanesulfonic acid",Nah,OC1=CC(O)=C(C(=O)CCC2=CC=C(OS(O)(=O)=O)C=C2)C(O)=C1,"InChI=1S/C15H14O8S/c16-10-7-13(18)15(14(19)8-10)12(17)6-3-9-1-4-11(5-2-9)23-24(20,21)22/h1-2,4-5,7-8,16,18-19H,3,6H2,(H,20,21,22)",IKBKWHISHDVLNO-UHFFFAOYSA-N
326,HMDB0059999,Gentisuric acid,C9H9NO5,211.1715,211.048072403,"2-[(2,5-dihydroxyphenyl)formamido]acetic acid","[(2,5-dihydroxyphenyl)formamido]acetic acid",Nah,OC(=O)CNC(=O)C1=C(O)C=CC(O)=C1,"InChI=1S/C9H9NO5/c11-5-1-2-7(12)6(3-5)9(15)10-4-8(13)14/h1-3,11-12H,4H2,(H,10,15)(H,13,14)",FBFATOOJCPDQOZ-UHFFFAOYSA-N
327,HMDB0060000,Hydroxymethoxyphenylcarboxylic acid-O-sulphate,C8H10O7S,250.226,250.014723364,[hydroxy(2-hydroxy-4-methoxyphenyl)methoxy]sulfonic acid,hydroxy(2-hydroxy-4-methoxyphenyl)methoxysulfonic acid,Nah,COC1=CC(O)=C(C=C1)C(O)OS(O)(=O)=O,"InChI=1S/C8H10O7S/c1-14-5-2-3-6(7(9)4-5)8(10)15-16(11,12)13/h2-4,8-10H,1H3,(H,11,12,13)",DCXMBZPFKOPATQ-UHFFFAOYSA-N
328,HMDB0060002,Indole-3-carboxilic acid-O-sulphate,C9H7NO5S,241.221,241.004493029,(1H-indole-3-carbonyloxy)sulfonic acid,1H-indole-3-carbonyloxysulfonic acid,Nah,OS(=O)(=O)OC(=O)C1=CNC2=C1C=CC=C2,"InChI=1S/C9H7NO5S/c11-9(15-16(12,13)14)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,12,13,14)",BXPGPYRRSKPDOZ-UHFFFAOYSA-N
329,HMDB0060003,Isovanillic acid,C8H8O4,168.1467,168.042258744,3-hydroxy-4-methoxybenzoic acid,isovanillic acid,Nah,COC1=CC=C(C=C1O)C(O)=O,"InChI=1S/C8H8O4/c1-12-7-3-2-5(8(10)11)4-6(7)9/h2-4,9H,1H3,(H,10,11)",LBKFGYZQBSGRHY-UHFFFAOYSA-N
330,HMDB0060004,Menthol-glucoronide,C16H28O6,316.3899,316.188588628,"(2S,3S,4R,5R,6S)-3,4,5-trihydroxy-6-[5-methyl-2-(propan-2-yl)cyclohexyl]oxane-2-carboxylic acid","(2S,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(2-isopropyl-5-methylcyclohexyl)oxane-2-carboxylic acid",Nah,CC(C)C1CCC(C)CC1[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,"InChI=1S/C16H28O6/c1-7(2)9-5-4-8(3)6-10(9)14-12(18)11(17)13(19)15(22-14)16(20)21/h7-15,17-19H,4-6H2,1-3H3,(H,20,21)/t8?,9?,10?,11-,12-,13+,14+,15+/m1/s1",JOHLBVHVVBAEGN-GEPIISMBSA-N
331,HMDB0060005,Methylgallic acid-O-sulphate,C8H8O8S,264.209,263.993987922,"(3,4,5-trihydroxy-2-methylbenzoyloxy)sulfonic acid","3,4,5-trihydroxy-2-methylbenzoyloxysulfonic acid",Nah,CC1=C(C=C(O)C(O)=C1O)C(=O)OS(O)(=O)=O,"InChI=1S/C8H8O8S/c1-3-4(8(12)16-17(13,14)15)2-5(9)7(11)6(3)10/h2,9-11H,1H3,(H,13,14,15)",XRHMVNYIWRBFDB-UHFFFAOYSA-N
