accession,name,synonyms,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
HMDB0002303,Dimethylsulfide,(METHYLsulfanyl)methane|2-Thiapropane|[SMe2]|Dimethyl sulphide|DMS|Methyl sulfide|Methyl thioether|(METHYLsulphanyl)methane|Dimethyl sulfide|Methyl sulphide|Dimethylsulphide|Dimethyl sulfoxide(reduced)|Methylthiomethane|2-Thiopropane|Dimethyl monosulfide|Dimethyl sulfide (natural)|Dimethyl thioether|Dimethylsulfid|Methanethiomethane|Methyl monosulfide|Methylthiomethyl radical|MSM|Reduced-dmso|Thiobis-methane|Thiopropane,C2H6S,62.134,62.019020882,(methylsulfanyl)methane,dimethyl sulfide,75-18-3,CSC,InChI=1S/C2H6S/c1-3-2/h1-2H3,QMMFVYPAHWMCMS-UHFFFAOYSA-N
HMDB0002311,"8,9-DiHETrE","(5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid|(5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid|8,9-DHET|8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid|8,9-Dihydroxy-5Z,11Z,14Z-icosatrienoic acid|8,9-Dihydroxyeicosatrienoic acid|(5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoate|(5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoate|8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoate|8,9-Dihydroxy-5Z,11Z,14Z-icosatrienoate|8,9-Dihydroxyeicosatrienoate|(+/-)8,9-dihetre",C20H34O4,338.4816,338.245709576,"(5Z,11Z,14Z)-8,9-dihydroxyicosa-5,11,14-trienoic acid","8,9-DiHETrE",192461-96-4,CCCCC\C=C/C\C=C/CC(O)C(O)C\C=C/CCCC(O)=O,"InChI=1S/C20H34O4/c1-2-3-4-5-6-7-8-9-12-15-18(21)19(22)16-13-10-11-14-17-20(23)24/h6-7,9-10,12-13,18-19,21-22H,2-5,8,11,14-17H2,1H3,(H,23,24)/b7-6-,12-9-,13-10-",DCJBINATHQHPKO-TYAUOURKSA-N
HMDB0002314,"11,12-DiHETrE","(+/-)11,12-dihetre|(5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid|(5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid|11,12-DHET|11,12-Dihydroxy-5Z,8Z,14Z-eicosatrienoic acid|11,12-Dihydroxyeicosatrienoic acid|(5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoate|(5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoate|11,12-Dihydroxy-5Z,8Z,14Z-eicosatrienoate|11,12-Dihydroxyeicosatrienoate|(+/-)-11,12-dihydroxy-5Z,8Z,14Z,17Z-eicosatetraenoate|(+/-)-11,12-dihydroxy-5Z,8Z,14Z,17Z-eicosatetraenoic acid|12-Dihydroxyicosa-5,8,14-trienoate|12-Dihydroxyicosa-5,8,14-trienoic acid|11,12-DiHETE",C20H34O4,338.4816,338.245709576,"(5Z,8Z,14Z)-11,12-dihydroxyicosa-5,8,14-trienoic acid","11,12-DiHETrE",192461-95-3,CCCCC\C=C/CC(O)C(O)C\C=C/C\C=C/CCCC(O)=O,"InChI=1S/C20H34O4/c1-2-3-4-5-9-12-15-18(21)19(22)16-13-10-7-6-8-11-14-17-20(23)24/h6,8-10,12-13,18-19,21-22H,2-5,7,11,14-17H2,1H3,(H,23,24)/b8-6-,12-9-,13-10-",LRPPQRCHCPFBPE-KROJNAHFSA-N
HMDB0002386,Boron,"b(3+)|Boron, ion(3+)|B|Boron metallic|Trona elemental boron",B,10.811,11.009305466,boron(3+) ion,boron(3+) ion,7440-42-8,[B+3],InChI=1S/B/q+3,FRWDHMWMHYXNLW-UHFFFAOYSA-N
HMDB0002387,Beryllium,Be(2+)|Be|Beryllium atom|Beryllium element|Beryllium metallicum|Beryllium-9|Glucinium|Glucinum,Be,9.0122,9.012182135,beryllium(2+) ion,beryllium(2+) ion,7440-41-7,[Be++],InChI=1S/Be/q+2,PWOSZCQLSAMRQW-UHFFFAOYSA-N
HMDB0002457,Nickel,"Ni2+|Ni(2+)|NICKEL (II) ion|Nickel, ion (ni2+)|Nickelous ion|Ni(II)|Carbonyl nickel powder|Malleable nickel|NI|Nichel|Nickel 200|Nickel 201|Nickel 204|Nickel 205|Nickel 211|Nickel 212|Nickel 213|Nickel 222|Nickel 223|Nickel 229|Nickel 270|Nickel particles|Nickel sponge|Raney alloy|Raney nickel",Ni,58.6934,57.935347922,nickel(2+) ion,nickel(2+) ion,7440-02-0,[Ni++],InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N
HMDB0002500,Bromide,BR(-)|BROMIDE ion|Bromine anion|Bromides|Bromine ion,Br,79.904,78.918337647,bromide,bromide,7726-95-6,[Br-],InChI=1S/BrH/h1H/p-1,CPELXLSAUQHCOX-UHFFFAOYSA-M
HMDB0002503,Vanadium,"V(3+)|VANADIUM ion|Vanadium(III)|Vanadium, ion(3+)",V,50.9415,50.943963675,vanadium(3+) ion,vanadium(3+) ion,7440-62-2,[V+3],InChI=1S/V/q+3,KOKKJWHERHSKEB-UHFFFAOYSA-N
HMDB0002659,Silver,Ag(+)|SILVER ion|Silver ion (1+)|AG|Ag+|AGN|Algaedyn|Amalgum|Argent. nit.|Argentum|Argentum colloidale|Argentum met.praep.d8(D10 D12 D15 D20 D30)|Argentum metallicum|Argentum metallicum (silver metallicum 6X)|Argentum metallicum 4ch - 30ch|Argentum mettallicum gtte 4ch-30ch|Astroflake 5|Carey lea silver|Col sil|Colloidal silver|Collosol argentum|D 25 (Metal)|Degussa 67|Degussa 80|Dermazin CRM 1%|Dotite xa 208|Epinall|FA 2 (metal)|Flamazine CRM 1%|g 12 (Metal)|Jelcon SH 1|KS (Metal)|L-3 (Element)|Lead refinery silver bullion|Liquid silver|Metz 25b|Pekana - argentum metallicum|Shell silver|Silber|Silflake 135|Silpowder 130|Silvadene|Silver atom|Silver atomic absorption standard solution|Silver atomic spectroscopy standard concentrate 1.00 g ag|Silver colloidal|Silver elemental|Silver ion standard solution|Silver liquid (s#107)-liq|Silver metal|Silver metal and soluble compounds|Silver nanoparticles|Silver preparation|Silver standard for aas|Silver standard for icp|Silver(0)|Silver(II)|SSD (1% silver sulfadiazine cream usp)|TCG 7R,Ag,107.8682,106.90509302,silver(1+) ion,silver(1+) ion,7440-22-4,[Ag+],InChI=1S/Ag/q+1,FOIXSVOLVBLSDH-UHFFFAOYSA-N
HMDB0002666,Thiamine monophosphate,"2-[3-[(4-Amino-2-methyl-pyrimidin-5-yl)methyl]-4-methyl-thiazol-3-ium-5-yl]ethyl dihydrogen phosphate|2-[3-[(4-Amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphate|2-[3-[(4-Azanyl-2-methyl-pyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphate|3-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]-4-methyl-5-[2-(phosphonooxy)ethyl]thiazolium|Thiamin monophosphate|Thiamin phosphate|Thiamine phosphate|TMP|Vitamin b1 monophosphate|Vitamin b1 phosphate|2-[3-[(4-Amino-2-methyl-pyrimidin-5-yl)methyl]-4-methyl-thiazol-3-ium-5-yl]ethyl dihydrogen phosphoric acid|2-[3-[(4-Amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphoric acid|2-[3-[(4-Azanyl-2-methyl-pyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphoric acid|Thiamin monophosphoric acid|Thiamin phosphoric acid|Thiamine phosphoric acid|Vitamin b1 monophosphoric acid|Vitamin b1 phosphoric acid|Thiamine monophosphoric acid|Thiamine phosphoester|monoPhosphate, thiamine|Phosphoester, thiamine|ThP|Thiamin-p|Thiamine-pi|Thiamine monophosphate",C12H18N4O4PS,345.334,345.078637286,"3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-5-[2-(phosphonooxy)ethyl]-1,3-thiazol-3-ium",thiamin monophosphate,495-23-8,CC1=C(CCOP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N,"InChI=1S/C12H17N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H3-,13,14,15,17,18,19)/p+1",HZSAJDVWZRBGIF-UHFFFAOYSA-O
HMDB0002712,"1,5-Anhydrosorbitol","1,5-Anhydro-D-sorbitol|1,5-Anhydroglucitol|1,5-AG|1,5-anhydro-D-Glucitol|1-Deoxyglucose|1,5-ANHYDROSORBITOL|Aceritol|Polygalitol|1-Deoxy-D-glucose|1,5-Sorbitan|1-Deoxy-D-glucopyranose",C6H12O5,164.1565,164.068473494,"(2R,3S,4R,5S)-2-(hydroxymethyl)oxane-3,4,5-triol","1,5-anhydroglucitol",154-58-5,OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C6H12O5/c7-1-4-6(10)5(9)3(8)2-11-4/h3-10H,1-2H2/t3-,4+,5+,6+/m0/s1",MPCAJMNYNOGXPB-SLPGGIOYSA-N
HMDB0002786,Nitrite,"[NO(OH)]|HNO2|Nitrosyl hydroxide|Acid, nitrous|Nitrous acid",HNO2,47.0134,47.000728281,nitrous acid,nitrous acid,14797-65-0,ON=O,"InChI=1S/HNO2/c2-1-3/h(H,2,3)",IOVCWXUNBOPUCH-UHFFFAOYSA-N
HMDB0002820,Methylimidazoleacetic acid,"1,4-Methyl-imidazoleacetic acid|1-Methylimidazole-4-acetate|Methylimidazoleacetate|tele-Methylimidazoleacetic acid|1-Methyl-4-imidazoleacetic acid|1,4-Methyl-imidazoleacetate|1-Methylimidazole-4-acetic acid|tele-Methylimidazoleacetate|1-Methyl-4-imidazoleacetate|1,4-Methylimidazoleacetate|1-Methyl-1H-imidazole-4-acetate|1-Methyl-1H-imidazole-4-acetic acid|Methylimidazole acetate|MIAA|N Tau-methylimidazoleacetic acid|Methylimidazoleacetic acid, hydrochloride",C6H8N2O2,140.1399,140.05857751,2-(1-methyl-1H-imidazol-4-yl)acetic acid,methylimidazoleacetic acid,2625-49-2,CN1C=NC(CC(O)=O)=C1,"InChI=1S/C6H8N2O2/c1-8-3-5(7-4-8)2-6(9)10/h3-4H,2H2,1H3,(H,9,10)",ZHCKPJGJQOPTLB-UHFFFAOYSA-N
HMDB0002825,Theobromine,"3,7-Dihydro-3,7-dimethyl-1H-purine-2,6-dione|3,7-Dimethylpurine-2,6-dione|3,7-Dimethylxanthine|Theobromin|Teobromin|2,6-Dihydroxy-3,7-dimethyl-purine|3,7-Dimethyl-xanthine|Diurobromine",C7H8N4O2,180.164,180.06472552,"3,7-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",theobromine,83-67-0,CN1C=NC2=C1C(O)=NC(=O)N2C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N
HMDB0002865,Oxytocin,"(Arg8)-vasopressin|(Arg8)-vasotocin|alpha-Hypophamine|Argipressin|Argpressin acetate|Biotinyl-(arg8)-vasopressin|Cys-tyr-ile-GLN-asn-cys-pro-arg-gly-NH2|Cys-tyr-ile-GLN-asn-cys-pro-leu-gly-NH2|Cys-tyr-ile-THR-asn-cys-gly-leu-gly-NH2|Cys-tyr-phe-GLN-asn-cys-pro-arg-gly-NH2|Cys-tyr-phe-GLN-asn-cys-pro-lys-gly-NH2|Disulfide bridge cys1-cys6|Gly-leu-pro-c|Ocytocin|OXT|Oxytocin 10 usp units in dextrose 5%|Oxytocin 20 usp units in dextrose 5%|Oxytocin 5 usp units in dextrose 5%|Oxytocin acetate|Oxytocin injection|Pitocin|Syntocinon|(2S)-2-[({1-[(4R,7S,10S,13S,16S,19R)-19-amino-13-[(2S)-butan-2-yl]-6,9,12,15,18-pentahydroxy-10-[2-(C-hydroxycarbonimidoyl)ethyl]-7-[(C-hydroxycarbonimidoyl)methyl]-16-[(4-hydroxyphenyl)methyl]-1,2-dithia-5,8,11,14,17-pentaazacycloicosa-5,8,11,14,17-pentaene-4-carbonyl]pyrrolidin-2-yl}(hydroxy)methylidene)amino]-N-[(C-hydroxycarbonimidoyl)methyl]-4-methylpentanimidate",C43H66N12O12S2,1007.187,1006.436457016,"(2S)-2-({1-[(4R,7S,10S,13S,16S,19R)-19-amino-13-[(2S)-butan-2-yl]-10-(2-carbamoylethyl)-7-(carbamoylmethyl)-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentaazacycloicosane-4-carbonyl]pyrrolidin-2-yl}formamido)-N-(carbamoylmethyl)-4-methylpentanamide","(2S)-2-({1-[(4R,7S,10S,13S,16S,19R)-19-amino-13-[(2S)-butan-2-yl]-10-(2-carbamoylethyl)-7-(carbamoylmethyl)-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentaazacycloicosane-4-carbonyl]pyrrolidin-2-yl}formamido)-N-(carbamoylmethyl)-4-methylpentanamide",50-56-6,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCCC1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,"InChI=1S/C43H66N12O12S2/c1-5-22(4)35-42(66)49-26(12-13-32(45)57)38(62)51-29(17-33(46)58)39(63)53-30(20-69-68-19-25(44)36(60)50-28(40(64)54-35)16-23-8-10-24(56)11-9-23)43(67)55-14-6-7-31(55)41(65)52-27(15-21(2)3)37(61)48-18-34(47)59/h8-11,21-22,25-31,35,56H,5-7,12-20,44H2,1-4H3,(H2,45,57)(H2,46,58)(H2,47,59)(H,48,61)(H,49,66)(H,50,60)(H,51,62)(H,52,65)(H,53,63)(H,54,64)/t22-,25-,26-,27-,28-,29-,30-,31?,35-/m0/s1",XNOPRXBHLZRZKH-MQYCRUOZSA-N
HMDB0002878,Nitrate,[NO3](-)|NITRATE ion|Nitrate(1-)|NO3(-)|NO3|NITRic acid ion|Nitric acid(1-)|Nitric acid|Econazole nitrate|Femstat 3|Ganite|Gynazole-1|Isordil|Isosorbide dinitrate|Sorbitrate|Trioxidonitrate|Trioxonitrate|Nitrates,NO3,62.0049,61.987817871,nitrate,nitrate,14797-55-8,[O-][N+]([O-])=O,InChI=1S/NO3/c2-1(3)4/q-1,NHNBFGGVMKEFGY-UHFFFAOYSA-N
HMDB0002886,6-Keto-prostaglandin F1a,"6-Keto-PGF1a|6-Keto-PGF1alpha|6-Keto-prostaglandin F1alpha|6-Ketoprostaglandin F1alpha|6-oxo-PGF1alpha|6-oxo-Prostaglandin F1alpha|6-Keto-PGF1α|6-Keto-prostaglandin F1α|6-Ketoprostaglandin F1a|6-Ketoprostaglandin F1α|6-oxo-PGF1a|6-oxo-PGF1Α|6-oxo-Prostaglandin F1a|6-oxo-Prostaglandin F1α|6 oxo PGF1 alpha|6 Oxoprostaglandin F1 alpha|6-Keto-PGF1 alpha|6-oxo-PGF1 alpha|F1 alpha, 6-Oxoprostaglandin|alpha, 6-Keto-PGF1|alpha, 6-Oxoprostaglandin F1|6 Keto PGF1 alpha|6-Ketoprostaglandin F1 alpha|6-Oxoprostaglandin F1 alpha|F1 alpha, 6-Ketoprostaglandin|alpha, 6-Ketoprostaglandin F1|alpha, 6-oxo-PGF1|6 Ketoprostaglandin F1 alpha|6-Oxoprostaglandin F1alpha|6-Oxoprostaglandin F1a|6-Oxoprostaglandin F1α|6-oxo-9S,11R,15S-Trihydroxy-13E-prostenoate|6-oxo-9S,11R,15S-Trihydroxy-13E-prostenoic acid",C20H34O6,370.4804,370.23553882,"7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(1E,3S)-3-hydroxyoct-1-en-1-yl]cyclopentyl]-6-oxoheptanoic acid",6 keto PGF1 α,58962-34-8,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(O)=O,"InChI=1S/C20H34O6/c1-2-3-4-7-14(21)10-11-16-17(19(24)13-18(16)23)12-15(22)8-5-6-9-20(25)26/h10-11,14,16-19,21,23-24H,2-9,12-13H2,1H3,(H,25,26)/b11-10+/t14-,16+,17+,18+,19-/m0/s1",KFGOFTHODYBSGM-ZUNNJUQCSA-N
HMDB0002917,D-Xylitol,"(2R,3R,4S)-Pentane-1,2,3,4,5-pentaol|Xylit|Xylite|Xylo-pentitol|Xylitol|D-XYLITOL",C5H12O5,152.1458,152.068473494,"(2R,3r,4S)-pentane-1,2,3,4,5-pentol",xylitol,87-99-0,OC[C@H](O)[C@@H](O)[C@H](O)CO,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5+",HEBKCHPVOIAQTA-SCDXWVJYSA-N
HMDB0002961,Dihydrotestosterone,"17beta-Hydroxyandrostan-3-one|4,5alpha-Dihydrotestosterone|5alpha-DHT|5alpha-Dihydrotestosterone|Androstanolona|Androstanolone|Androstanolonum|DHT|Dihydrotestosteron|Stanolone|17beta-Hydroxy-5alpha-androstan-3-one|Andractim|17b-Hydroxyandrostan-3-one|17Β-hydroxyandrostan-3-one|4,5a-Dihydrotestosterone|4,5Α-dihydrotestosterone|5a-DHT|5Α-DHT|5a-Dihydrotestosterone|5Α-dihydrotestosterone|17b-Hydroxy-5a-androstan-3-one|17Β-hydroxy-5α-androstan-3-one|17beta-Hydroxy-3-oxo-5alpha-androstanone|17b-Hydroxy-3-oxo-5a-androstanone|17Β-hydroxy-3-oxo-5α-androstanone|17-Hydroxy-androstan-3-one|17-Hydroxyandrostan-3-one|17b-Hydroxy-3-androstanone|4-Dihydrotestosterone|5-a-Androstanolone|5-alpha-Androstanolone|5a-Androstan-17b-ol-3-one|5a-Androstan-3-on-17b-ol|5alpha-Androstan-17beta-ol-3-one|5b-Androstan-3-on-17b-ol|Anaboleen|Anabolex|Androlone|Androstalone|Cristerona MB|Drolban|Neodrol|Proteina|Protona|Stanaprol|Stanorone|17beta Hydroxy 5alpha androstan 3 one|5 alpha Dihydrotestosterone|5 beta Dihydrotestosterone|5 beta-Dihydrotestosterone|Besins-iscovesco brand OF androstanolone|5-alpha-DHT|Anaprotin|Berenguer infale brand OF androstanolone|Dihydroepitestosterone|5 alpha DHT|5 alpha-Dihydrotestosterone|Besins iscovesco brand OF androstanolone|Dihydrotestosterone, 5-alpha|17 beta Hydroxy 5 beta androstan 3 one|17 beta-Hydroxy-5 beta-androstan-3-one|5-alpha Dihydrotestosterone|Cuxson brand OF androstanolone|Gelovit|beta-Hydroxy-5 beta-androstan-3-one, 17|DIHYDROTESTOSTERONE",C19H30O2,290.4403,290.224580204,"(1S,2S,7S,10R,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-5-one","(1S,2S,7S,10R,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-5-one",521-18-6,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3/t12-,14-,15-,16-,17-,18-,19-/m0/s1",NVKAWKQGWWIWPM-ABEVXSGRSA-N
HMDB0002994,Erythritol,"(2R,3S)-Butane-1,2,3,4-tetrol|Erythrit|Erythrite|Erythro-tetritol|Erythrol|L-Erythritol|MESO-erythritol|Mesoerythritol|Phycite|Phycitol|1,2,3,4-Butanetetrol|Antierythrite|Butanetetrol|C*Eridex|Erythroglucin|I-erythritol|L-(-)-Threitol|L-Threitol|Lichen sugar|Meso-eythritol|Paycite|Tetrahydroxybutane|1,2,3,4-Tetrahydroxybutane",C4H10O4,122.1198,122.057908808,"(2R,3S)-butane-1,2,3,4-tetrol",erythritol,149-32-6,OC[C@H](O)[C@H](O)CO,"InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4+",UNXHWFMMPAWVPI-ZXZARUISSA-N
HMDB0003080,Leukotriene D4,"(R-(R*,s*-(e,e,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-L-cysteinyl)glycine|5S-Hydroxy-6R-(S-cysteinylglycinyl)-7E,9E,11E,14Z-eicosatetraenoic acid|LTD4|5S-Hydroxy-6R-(S-cysteinylglycinyl)-7E,9E,11E,14Z-eicosatetraenoate|Leukotriene D|Leukotriene D-4|Leukotrienes D|Leukotriene D 4",C25H40N2O6S,496.66,496.26070819,"(5S,6R,7E,9E,11Z,14Z)-6-{[(2R)-2-amino-2-[(carboxymethyl)carbamoyl]ethyl]sulfanyl}-5-hydroxyicosa-7,9,11,14-tetraenoic acid",leukotriene D4,73836-78-9,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,"InChI=1S/C25H40N2O6S/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-22(21(28)15-14-17-23(29)30)34-19-20(26)25(33)27-18-24(31)32/h6-7,9-13,16,20-22,28H,2-5,8,14-15,17-19,26H2,1H3,(H,27,33)(H,29,30)(H,31,32)/b7-6-,10-9-,12-11+,16-13+/t20-,21-,22+/m0/s1",YEESKJGWJFYOOK-IJHYULJSSA-N
HMDB0003157,Guanidinosuccinic acid,"(2S)-2-Carbamimidamidobutanedioic acid|L-N-Amidinoaspartic acid|N-(Aminoiminomethyl)-L-aspartic acid|N-Amidino-L-aspartic acid|(2S)-2-Carbamimidamidobutanedioate|L-N-Amidinoaspartate|N-(Aminoiminomethyl)-L-aspartate|N-Amidino-L-aspartate|Guanidinosuccinate|N-Carbamimidoyl-L-aspartic acid|Guanidinosuccinic acid, (DL)-isomer|Guanidinosuccinic acid",C5H9N3O4,175.1427,175.059305791,(2S)-2-carbamimidamidobutanedioic acid,N-amidino-L-aspartic acid,6133-30-8,NC(=N)N[C@@H](CC(O)=O)C(O)=O,"InChI=1S/C5H9N3O4/c6-5(7)8-2(4(11)12)1-3(9)10/h2H,1H2,(H,9,10)(H,11,12)(H4,6,7,8)/t2-/m0/s1",VVHOUVWJCQOYGG-REOHCLBHSA-N
HMDB0003208,Thromboxane,Thromboxane a2,C20H40O,296.531,296.307915902,"(2R,3S)-3-heptyl-2-octyloxane","(2R,3S)-3-heptyl-2-octyl-oxane",66719-58-2,CCCCCCCC[C@H]1OCCC[C@@H]1CCCCCCC,"InChI=1S/C20H40O/c1-3-5-7-9-11-13-17-20-19(16-14-18-21-20)15-12-10-8-6-4-2/h19-20H,3-18H2,1-2H3/t19-,20+/m0/s1",RZWIIPASKMUIAC-VQTJNVASSA-N
HMDB0003229,Palmitoleic acid,"(9Z)-Hexadecenoic acid|(Z)-9-Hexadecenoic acid|(Z)-Hexadec-9-enoic acid|16:1DElta9|9-cis-Hexadecenoic acid|cis-9-Hexadecenoic acid|cis-9-Palmitoleic acid|cis-delta-9-Hexadecenoic acid|cis-Delta(9)-Hexadecenoic acid|cis-Palmitoleic acid|Oleopalmitic acid|Palmitolinoleic acid|Zoomaric acid|Zoomeric acid|(9Z)-Hexadec-9-enoate|(9Z)-Hexadecenoate|(Z)-9-Hexadecenoate|(Z)-Hexadec-9-enoate|9-cis-Hexadecenoate|cis-9-Hexadecenoate|cis-9-Palmitoleate|cis-delta-9-Hexadecenoate|cis-Δ-9-hexadecenoate|cis-Δ-9-hexadecenoic acid|cis-delta(9)-Hexadecenoate|cis-Δ(9)-hexadecenoate|cis-Δ(9)-hexadecenoic acid|cis-Palmitoleate|Oleopalmitate|Palmitolinoleate|Zoomarate|Zoomerate|(9Z)-Hexadec-9-enoic acid|Palmitoleate|9-Hexadecenoate|9-Hexadecenoic acid|Hexadecenoate|Hexadecenoate (N-C16:1)|Hexadecenoic acid|Palmitoleic acid, (Z)-isomer|Palmitoleic acid, (e)-isomer|C16:1 trans-9|Palmitelaidic acid|(9Z)-9-Hexadecenoic acid|9Z-Hexadecenoic acid|C16:1|FA(16:1(9Z))|FA(16:1n7)|cis-delta9-Hexadecenoic acid|cis-Δ9-hexadecenoic acid|Palmitoleic acid",C16H30O2,254.4082,254.224580204,(9Z)-hexadec-9-enoic acid,palmitoleic acid,373-49-9,CCCCCC\C=C/CCCCCCCC(O)=O,"InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-",SECPZKHBENQXJG-FPLPWBNLSA-N
HMDB0003252,Thromboxane B2,"TXB2|b2, Thromboxane",C20H34O6,370.4804,370.23553882,"(5Z)-7-[(2R,3S,4S)-4,6-dihydroxy-2-[(1E,3S)-3-hydroxyoct-1-en-1-yl]oxan-3-yl]hept-5-enoic acid",thromboxane B2,54397-85-2,CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,"InChI=1S/C20H34O6/c1-2-3-6-9-15(21)12-13-18-16(17(22)14-20(25)26-18)10-7-4-5-8-11-19(23)24/h4,7,12-13,15-18,20-22,25H,2-3,5-6,8-11,14H2,1H3,(H,23,24)/b7-4-,13-12+/t15-,16-,17-,18+,20?/m0/s1",XNRNNGPBEPRNAR-JQBLCGNGSA-N
HMDB0003332,3-Methoxy-4-Hydroxyphenylglycol sulfate,3-Methoxy-4-hydroxyphenylglycol sulfuric acid|3-Methoxy-4-hydroxyphenylglycol sulphate|3-Methoxy-4-hydroxyphenylglycol sulphuric acid|(3-Methoxy-4-sulfonyloxyphenyl)glycol|3-Methoxy-4-hydroxyphenyl glycol sulfate|4-Hydroxy-3-methoxyphenylglycol sulfate|4-Hydroxy-3-methoxyphenylglycol sulphate|MHPG-Sulfate|MHPG-Sulphate|MHPG-SO4|3-Methoxy-4-hydroxyphenylglycol sulfate conjugate|4-Hydroxy-3-methoxyphenylethylene glycol 4-sulfate|3-Methoxy-4--hydroxyphenylethyleneglycol sulfate|[2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulfonate|[2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulphonate|[2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulphonic acid|3-Methoxy-4-hydroxyphenylglycol sulfate,C9H12O7S,264.252,264.030373428,[2-hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulfonic acid,mhpg-sulfate,71324-20-4,COC1=C(O)C=CC(=C1)C(CO)OS(O)(=O)=O,"InChI=1S/C9H12O7S/c1-15-8-4-6(2-3-7(8)11)9(5-10)16-17(12,13)14/h2-4,9-11H,5H2,1H3,(H,12,13,14)",SBKADJXSGGTEPN-UHFFFAOYSA-N
